Club ID,Club Name,Rotaract Club Name,Rotaract Club ID,Rotaract Club Status,Rotaract Club Base,Country/Geographic Area,Sponsor Clubs,President / Advisor Term Reported,District,Zone,RI Zone,Total Reported Members,Arrears,Officers,isArrears,outstanding,outstandingUSD,outstandingINR,isAtRisk,isNoOfficers,officerRole,officerLastReported,myRotaryAccount,trfTotal,trfAnnual,trfPolio,trfOther,trfEndowment,afPerCapita,isNewClub,charterDate,charterMembers,sponsoredInteractClubs,sponsoredInteractCount
8828172,Jind Institute of Engineering & Technology (JIET),Jind Institute of Engineering & Technology (JIET),8828172,Active,University,India,Jind Midtown (Rotary),2026 - 2027,3080,Zone 4,Zone 4,22,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8827680,JMIT Radaur,JMIT Radaur,8827680,Active,University,India,Radaur (Rotary),2026 - 2027,3080,Zone 4,Zone 4,14,Yes,Yes,TRUE,7434,77.44,7434,TRUE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8826767,Kalka Heritage,Kalka Heritage,8826767,Active,Community,India,Kalka Heritage (Rotary),2026 - 2027,3080,Zone 4,Zone 4,2,Yes,Yes,TRUE,6516,67.87,6516,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8827592,Karnal,Karnal,8827592,Active,Community,India,Karnal (Rotary),2026 - 2027,3080,Zone 4,Zone 4,13,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8826691,Kurukshetra,Kurukshetra,8826691,Active,Community,India,Kurukshetra (Rotary),2025 - 2026,3080,Zone 4,Zone 4,18,Yes,No,TRUE,15293,159.3,15293,TRUE,TRUE,Rotaract President,2025 - 2026,N,0,0,0,0,0,0,FALSE,,0,,0
6305,Ladwa,Ladwa,6305,Active,Community,India,Ladwa (Rotary),2026 - 2027,3080,Zone 4,Zone 4,26,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8827619,Ladwa City,Ladwa City,8827619,Active,Community,India,Ladwa (Rotaract),2026 - 2027,3080,Zone 4,Zone 4,12,Yes,Yes,TRUE,10195,106.2,10195,TRUE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
218740,Law College Dehradun U U,Law College Dehradun U U,218740,Active,University,India,Dehra Dun (Rotary),2026 - 2027,3080,Zone 4,Zone 4,6,Yes,Yes,TRUE,7273,75.76,7273,TRUE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8824189,Legis Social,Legis Social,8824189,Active,Community,India,Chandigarh (Rotary),2026 - 2027,3080,Zone 4,Zone 4,70,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8827314,Maharaja Agrasen College (Jagadhri North),Maharaja Agrasen College (Jagadhri North),8827314,Active,University,India,Jagadhri North (Rotary),2026 - 2027,3080,Zone 4,Zone 4,26,Yes,Yes,TRUE,13806,143.81,13806,TRUE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8827646,Matu Ram College Ladwa,Matu Ram College Ladwa,8827646,Active,University,India,Ladwa (Rotary),2026 - 2027,3080,Zone 4,Zone 4,20,Yes,Yes,TRUE,10620,110.63,10620,TRUE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8826616,Medserve Rotaract Chandigarh,Medserve Rotaract Chandigarh,8826616,Active,Community,India,Chandigarh Shivalik (Rotary),2026 - 2027,3080,Zone 4,Zone 4,34,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8825136,Mohali City,Mohali City,8825136,Active,Community,India,Mohali Midtown (Rotary),2024 - 2025,3080,Zone 4,Zone 4,10,Yes,No,TRUE,7682,80.02,7682,TRUE,TRUE,Rotaract President,2024 - 2025,N,0,0,0,0,0,0,FALSE,,0,,0
8828298,Narsee Monjee Institute of Management Studies - Chandigarh Campus,Narsee Monjee Institute of Management Studies - Chandigarh Campus,8828298,Active,University,India,Chandigarh Mid Town (Rotary),2026 - 2027,3080,Zone 4,Zone 4,20,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8826498,Noble Nexus,Noble Nexus,8826498,Active,Community,India,Chandigarh City Beautiful (Rotary); Panchkula Greens (Rotary),2026 - 2027,3080,Zone 4,Zone 4,8,Yes,Yes,TRUE,71886,748.81,71886,TRUE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8828333,Open Hands,Open Hands,8828333,Active,Community,India,,2026 - 2027,3080,Zone 4,Zone 4,6,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
218463,Panchkula Beautiful,Panchkula Beautiful,218463,Active,Community,India,Panchkula Midtown (Rotary),2026 - 2027,3080,Zone 4,Zone 4,185,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8826254,Panipat Institute of Engineering and Technology (PIET),Panipat Institute of Engineering and Technology (PIET),8826254,Active,University,India,Panipat Central (Rotary),2024 - 2025,3080,Zone 4,Zone 4,12,Yes,No,TRUE,12462,129.81,12462,TRUE,TRUE,Rotaract President,2024 - 2025,N,0,0,0,0,0,0,FALSE,,0,,0
8826489,Panjab University Champions,Panjab University Champions,8826489,Active,University,India,Chandigarh Mid Town (Rotary),2024 - 2025,3080,Zone 4,Zone 4,13,Yes,No,TRUE,13500,140.62,13500,TRUE,TRUE,Rotaract President,2024 - 2025,N,0,0,0,0,0,0,FALSE,,0,,0
8827465,Pehowa,Pehowa,8827465,Active,Community,India,Pehowa (Rotary),2026 - 2027,3080,Zone 4,Zone 4,14,Yes,Yes,TRUE,11894,123.9,11894,TRUE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8823778,Positive Abilities,Positive Abilities,8823778,Active,Community,India,Chandigarh Shivalik (Rotary),2024 - 2025,3080,Zone 4,Zone 4,6,Yes,No,TRUE,6663,69.41,6663,FALSE,TRUE,Rotaract President,2024 - 2025,N,0,0,0,0,0,0,FALSE,,0,,0
216059,Punjab Engineering College,Punjab Engineering College,216059,Active,University,India,Chandigarh Central (Rotary),2025 - 2026,3080,Zone 4,Zone 4,38,No,No,FALSE,0,0,0,FALSE,TRUE,Rotaract President,2025 - 2026,N,0,0,0,0,0,0,FALSE,,0,,0
8825600,Rayat College of Law,Rayat College of Law,8825600,Active,University,India,Roop Nagar (Rotary),2026 - 2027,3080,Zone 4,Zone 4,35,Yes,Yes,TRUE,18585,193.59,18585,TRUE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8827657,Rishikesh Queens,Rishikesh Queens,8827657,Active,Community,India,Rishikesh Central (Rotary),2026 - 2027,3080,Zone 4,Zone 4,12,Yes,Yes,TRUE,10195,106.2,10195,TRUE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8827681,Rishikesh Royal,Rishikesh Royal,8827681,Active,Community,India,Rishikesh Royal (Rotary),2026 - 2027,3080,Zone 4,Zone 4,12,Yes,Yes,TRUE,10195,106.2,10195,TRUE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8827661,Rishikesh Young Central,Rishikesh Young Central,8827661,Active,Community,India,Rishikesh Central (Rotary),2026 - 2027,3080,Zone 4,Zone 4,12,Yes,Yes,TRUE,10195,106.2,10195,TRUE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8827466,Roorkee Waves,Roorkee Waves,8827466,Active,Community,India,Roorkee Upper Ganges (Rotary),2026 - 2027,3080,Zone 4,Zone 4,12,Yes,Yes,TRUE,10195,106.2,10195,TRUE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8828522,Sardar Bhagwan Singh University,Sardar Bhagwan Singh University,8828522,Active,University,India,Dehra Dun (Rotary),2026 - 2027,3080,Zone 4,Zone 4,14,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
88990,S.D. College Ambala Cantt.,S.D. College Ambala Cantt.,88990,Active,University,India,Ambala (Rotary),2026 - 2027,3080,Zone 4,Zone 4,25,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
214395,S D College Chandigarh,S D College Chandigarh,214395,Active,University,India,Chandigarh Central (Rotary),2026 - 2027,3080,Zone 4,Zone 4,216,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
213191,Shimla Midtown,Shimla Midtown,213191,Active,Community,India,Shimla Midtown (Rotary),2024 - 2025,3080,Zone 4,Zone 4,19,Yes,No,TRUE,32551,339.07,32551,TRUE,TRUE,Rotaract President,2024 - 2025,N,0,0,0,0,0,0,FALSE,,0,,0
89633,Soaring Monks Chandigarh,Soaring Monks Chandigarh,89633,Active,Community,India,Chandigarh Central (Rotary),2026 - 2027,3080,Zone 4,Zone 4,25,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8824396,Sri Guru Gobind Singh College,Sri Guru Gobind Singh College,8824396,Active,University,India,Chandigarh (Rotary),2026 - 2027,3080,Zone 4,Zone 4,1,Yes,Yes,TRUE,21771,226.78,21771,TRUE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
218610,TIET,TIET,218610,Active,University,India,Chandigarh Shivalik (Rotary),2026 - 2027,3080,Zone 4,Zone 4,33,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8827463,Tricity Social,Tricity Social,8827463,Active,Community,India,Chandigarh Shivalik (Rotaract),2026 - 2027,3080,Zone 4,Zone 4,9,Yes,No,TRUE,10195,106.2,10195,TRUE,TRUE,Rotaract President,2025 - 2026,N,0,0,0,0,0,0,FALSE,,0,,0
8826331,University College of Business Studies,University College of Business Studies,8826331,Active,University,India,Shimla Hill Queens (Rotary),2026 - 2027,3080,Zone 4,Zone 4,15,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8827484,University Institute of Applied Management Sciences,University Institute of Applied Management Sciences,8827484,Active,University,India,Chandigarh Mid Town (Rotary),2026 - 2027,3080,Zone 4,Zone 4,16,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8828327,University Institute of Engineering and Technology,University Institute of Engineering and Technology,8828327,Active,University,India,Chandigarh Central (Rotary),2026 - 2027,3080,Zone 4,Zone 4,12,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
87328,Waknaghat,Waknaghat,87328,Active,University,India,Shimla (Rotary),2026 - 2027,3080,Zone 4,Zone 4,30,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
213193,Yamunanagar,Yamunanagar,213193,Active,Community,India,Yamunanagar (Rotary),2026 - 2027,3080,Zone 4,Zone 4,37,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
212375,Yamuna Nagar Riviera,Yamuna Nagar Riviera,212375,Active,Community,India,Yamuna Nagar-Riviera (Rotary),2026 - 2027,3080,Zone 4,Zone 4,14,Yes,Yes,TRUE,18131,188.86,18131,TRUE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8827621,Youth Ambala Central,Youth Ambala Central,8827621,Active,Community,India,Ambala Central (Rotary),2026 - 2027,3080,Zone 4,Zone 4,20,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8828319,Behbalpur Champions,Behbalpur Champions,8828319,Active,Community,India,,2026 - 2027,3090,Zone 4,Zone 4,12,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8827064,Bhiwani Vibrant,Bhiwani Vibrant,8827064,Active,Community,India,Bhiwani (Rotary),2026 - 2027,3090,Zone 4,Zone 4,4,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
218358,City Ganga Nagar Royals,City Ganga Nagar Royals,218358,Active,Community,India,Sri Ganganagar City (Rotary),2026 - 2027,3090,Zone 4,Zone 4,9,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8826879,"District Institute of Education & Training (DIET), Nabha","District Institute of Education & Training (DIET), Nabha",8826879,Active,University,India,Nabha Greater (Rotary),2025 - 2026,3090,Zone 4,Zone 4,13,Yes,No,TRUE,7909,82.39,7909,TRUE,TRUE,Rotaract President,2025 - 2026,N,0,0,0,0,0,0,FALSE,,0,,0
8828308,Fatehabad Champions,Fatehabad Champions,8828308,Active,Community,India,,2026 - 2027,3090,Zone 4,Zone 4,12,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8825838,Ganganagar Youth,Ganganagar Youth,8825838,Active,Community,India,,2025 - 2026,3090,Zone 4,Zone 4,5,Yes,No,TRUE,4248,44.25,4248,FALSE,TRUE,Rotaract President,2025 - 2026,N,0,0,0,0,0,0,FALSE,,0,,0
8824401,"Government Bikram College of Commerce, Patiala","Government Bikram College of Commerce, Patiala",8824401,Active,University,India,Patiala Mid-Town (Rotary),2025 - 2026,3090,Zone 4,Zone 4,5,No,No,FALSE,0,0,0,FALSE,TRUE,Rotaract President,2025 - 2026,N,0,0,0,0,0,0,FALSE,,0,,0
218346,Hanumangarh,Hanumangarh,218346,Active,Community,India,Hanumangarh Central (Rotary),2026 - 2027,3090,Zone 4,Zone 4,19,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,12
8825914,Hanumangarh Pink,Hanumangarh Pink,8825914,Active,Community,India,Hanumangarh (Rotaract),2025 - 2026,3090,Zone 4,Zone 4,14,Yes,No,TRUE,17018,177.27,17018,TRUE,TRUE,Rotaract President,2025 - 2026,N,0,0,0,0,0,0,FALSE,,0,,0
8828322,Hissar Pioneering,Hissar Pioneering,8828322,Active,Community,India,,2026 - 2027,3090,Zone 4,Zone 4,12,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8828324,Hissar Star Pioneering,Hissar Star Pioneering,8828324,Active,Community,India,,2026 - 2027,3090,Zone 4,Zone 4,12,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
213465,Mansa City Royal,Mansa City Royal,213465,Active,Community,India,Mansa Royal (Rotary),2026 - 2027,3090,Zone 4,Zone 4,15,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,1
8827633,Mansa Star Pioneering,Mansa Star Pioneering,8827633,Active,Community,India,Mansa Star (Rotary),2026 - 2027,3090,Zone 4,Zone 4,12,Yes,Yes,TRUE,10195,106.2,10195,TRUE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8826709,Midtown Patiala,Midtown Patiala,8826709,Active,Community,India,Patiala Mid-Town (Rotary),2025 - 2026,3090,Zone 4,Zone 4,12,Yes,No,TRUE,10195,106.2,10195,TRUE,TRUE,Rotaract President,2024 - 2025,N,0,0,0,0,0,0,FALSE,,0,,0
8824037,Moga City,Moga City,8824037,Active,Community,India,Moga City (Rotary),2022 - 2023,3090,Zone 4,Zone 4,4,Yes,No,TRUE,6646,69.23,6646,FALSE,TRUE,Rotaract President,2022 - 2023,N,0,0,0,0,0,0,FALSE,,0,,0
8826202,Nabha,Nabha,8826202,Active,Community,India,,2025 - 2026,3090,Zone 4,Zone 4,16,No,No,FALSE,0,0,0,FALSE,TRUE,Rotaract President,2025 - 2026,N,0,0,0,0,0,0,FALSE,,0,,0
91088,Nabha Greater,Nabha Greater,91088,Active,Community,India,Nabha Greater (Rotary),2026 - 2027,3090,Zone 4,Zone 4,15,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8827007,Nabha Vibrant,Nabha Vibrant,8827007,Active,Community,India,Nabha Greater (Rotaract); Nabha Greater (Rotary),2026 - 2027,3090,Zone 4,Zone 4,2,Yes,Yes,TRUE,5947,61.95,5947,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8828476,Patiala Handicraft,Patiala Handicraft,8828476,Active,Community,India,Patiala Royal (Rotary),2026 - 2027,3090,Zone 4,Zone 4,12,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8827473,Pilibanga Pioneering,Pilibanga Pioneering,8827473,Active,Community,India,Hanumangarh (Rotaract); Hanumangarh Vision (Rotary),2026 - 2027,3090,Zone 4,Zone 4,12,Yes,No,TRUE,10195,106.2,10195,TRUE,TRUE,Rotaract President,2025 - 2026,N,0,0,0,0,0,0,FALSE,,0,,0
6473,Rajpura,Rajpura,6473,Active,Community,India,Rajpura (Rotary),2026 - 2027,3090,Zone 4,Zone 4,5,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
218370,Rajpura Greater,Rajpura Greater,218370,Active,Community,India,Greater Rajpura (Rotary),2020 - 2021,3090,Zone 4,Zone 4,1,Yes,No,TRUE,2445,25.47,2445,FALSE,TRUE,Rotaract President,2020 - 2021,N,0,0,0,0,0,0,FALSE,,0,,0
8823932,Shine-Sunam,Shine-Sunam,8823932,Active,Community,India,Sunam (Rotary),2026 - 2027,3090,Zone 4,Zone 4,2,Yes,Yes,TRUE,2445,25.47,2445,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
213301,Sriganganagar East,Sriganganagar East,213301,Active,Community,India,Sriganganagar East (Rotary),2026 - 2027,3090,Zone 4,Zone 4,4,No,No,FALSE,0,0,0,FALSE,TRUE,Rotaract President,2025 - 2026,N,0,0,0,0,0,0,FALSE,,0,,5
8826118,Sri Ganganagar Visionaries,Sri Ganganagar Visionaries,8826118,Active,Community,India,City Ganga Nagar Royals (Rotaract),2026 - 2027,3090,Zone 4,Zone 4,6,Yes,Yes,TRUE,7446,77.56,7446,TRUE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
91968,Sunam,Sunam,91968,Active,Community,India,Sunam (Rotary),2026 - 2027,3090,Zone 4,Zone 4,20,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
218367,Sunam Main,Sunam Main,218367,Active,Community,India,,2020 - 2021,3090,Zone 4,Zone 4,1,Yes,No,TRUE,2445,25.47,2445,FALSE,TRUE,Rotaract President,2020 - 2021,N,0,0,0,0,0,0,FALSE,,0,,0
8827534,Sunam Star,Sunam Star,8827534,Active,Community,India,,2026 - 2027,3090,Zone 4,Zone 4,14,Yes,No,TRUE,11894,123.9,11894,TRUE,TRUE,Rotaract President,2025 - 2026,N,0,0,0,0,0,0,FALSE,,0,,0
8826809,Surendra Dental College,Surendra Dental College,8826809,Active,University,India,Sri Ganganagar Dynamic (Rotary),2026 - 2027,3090,Zone 4,Zone 4,12,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
90925,Thapar University,Thapar University,90925,Active,University,India,Patiala Mid-Town (Rotary),2026 - 2027,3090,Zone 4,Zone 4,106,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8827469,Tibbi Pioneering,Tibbi Pioneering,8827469,Active,Community,India,Tibbi (Rotary),2026 - 2027,3090,Zone 4,Zone 4,12,Yes,No,TRUE,10195,106.2,10195,TRUE,TRUE,Rotaract President,2025 - 2026,N,0,0,0,0,0,0,FALSE,,0,,0
8824887,Uklana Mandi,Uklana Mandi,8824887,Active,Community,India,Uklana Mandi (Rotary),2026 - 2027,3090,Zone 4,Zone 4,8,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8827753,Bulandshahar Baran,Bulandshahar Baran,8827753,Active,Community,India,,2026 - 2027,3100,Zone 6,Zone 6,12,Yes,Yes,TRUE,10195,106.2,10195,TRUE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8828456,Bulandshahr Awaaz,Bulandshahr Awaaz,8828456,Active,Community,India,Bulandshahr Friends (Rotary),2026 - 2027,3100,Zone 6,Zone 6,15,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8824039,Bulandshahr City,Bulandshahr City,8824039,Active,Community,India,Bulandshahr City (Rotary),2024 - 2025,3100,Zone 6,Zone 6,5,Yes,No,TRUE,6525,67.97,6525,FALSE,TRUE,Rotaract President,2024 - 2025,N,0,0,0,0,0,0,FALSE,,0,,0
8828454,Bulandshahr Sewaa Path,Bulandshahr Sewaa Path,8828454,Active,Community,India,Bulandshahr Friends (Rotary),2026 - 2027,3100,Zone 6,Zone 6,12,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8828459,Bulandshahr Sitaara,Bulandshahr Sitaara,8828459,Active,Community,India,Bulandshahr City (Rotary),2026 - 2027,3100,Zone 6,Zone 6,14,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8826949,Bulandshahr Youth,Bulandshahr Youth,8826949,Active,Community,India,,2025 - 2026,3100,Zone 6,Zone 6,12,Yes,No,TRUE,10195,106.2,10195,TRUE,TRUE,Rotaract President,2025 - 2026,N,0,0,0,0,0,0,FALSE,,0,,0
8826731,Chandausi Optometry,Chandausi Optometry,8826731,Active,University,India,Chandausi (Rotary),2026 - 2027,3100,Zone 6,Zone 6,10,Yes,Yes,TRUE,8028,83.62,8028,TRUE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8827505,Chandausi Sunrise,Chandausi Sunrise,8827505,Active,Community,India,Chandausi Royals (Rotary),2026 - 2027,3100,Zone 6,Zone 6,13,Yes,Yes,TRUE,11045,115.05,11045,TRUE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8828418,Gyanoday Meerut,Gyanoday Meerut,8828418,Active,Community,India,Meerut Cantt (Rotary),2026 - 2027,3100,Zone 6,Zone 6,12,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
216392,Hindu College Moradabad Achievers,Hindu College Moradabad Achievers,216392,Active,University,India,Moradabad Achievers (Rotary),2021 - 2022,3100,Zone 6,Zone 6,3,Yes,No,TRUE,4583,47.74,4583,FALSE,TRUE,Rotaract President,2021 - 2022,N,0,0,0,0,0,0,FALSE,,0,,0
8828419,IFTM University,IFTM University,8828419,Active,University,India,Moradabad Mid-Town (Rotary),2026 - 2027,3100,Zone 6,Zone 6,35,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8823433,Jain College,Jain College,8823433,Active,University,India,Shamli (Rotary),2020 - 2021,3100,Zone 6,Zone 6,1,Yes,No,TRUE,1528,15.92,1528,FALSE,TRUE,Rotaract President,2020 - 2021,N,0,0,0,0,0,0,FALSE,,0,,0
8828480,KDM Private ITI,KDM Private ITI,8828480,Active,University,India,Moradabad Heritage (Rotary),2026 - 2027,3100,Zone 6,Zone 6,15,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8828455,Khurja City,Khurja City,8828455,Active,Community,India,Khurja City (Rotary),2026 - 2027,3100,Zone 6,Zone 6,15,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8828482,Khurja Shorya,Khurja Shorya,8828482,Active,Community,India,Khurja City (Rotary),2026 - 2027,3100,Zone 6,Zone 6,15,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8824555,Meerut Mahan,Meerut Mahan,8824555,Active,Community,India,Meerut Mahan (Rotary),2023 - 2024,3100,Zone 6,Zone 6,6,Yes,No,TRUE,9969,103.84,9969,TRUE,TRUE,Rotaract President,2023 - 2024,N,0,0,0,0,0,0,FALSE,,0,,0
8826779,Meerut Udaan,Meerut Udaan,8826779,Active,Community,India,Meerut Umang (Rotary),2025 - 2026,3100,Zone 6,Zone 6,13,No,No,FALSE,0,0,0,FALSE,TRUE,Rotaract President,2025 - 2026,N,0,0,0,0,0,0,FALSE,,0,,4
218360,Meerut Umang,Meerut Umang,218360,Active,University,India,Sardhana Mahan (Rotary),2020 - 2021,3100,Zone 6,Zone 6,2,Yes,No,TRUE,2076,21.63,2076,FALSE,TRUE,Rotaract President,2020 - 2021,N,0,0,0,0,0,0,FALSE,,0,,0
216103,Moradabad Achievers,Moradabad Achievers,216103,Active,Community,India,Moradabad Achievers (Rotary),2022 - 2023,3100,Zone 6,Zone 6,2,Yes,No,TRUE,3323,34.61,3323,FALSE,TRUE,Rotaract President,2022 - 2023,N,0,0,0,0,0,0,FALSE,,0,,0
217882,Moradabad Achievers Pride,Moradabad Achievers Pride,217882,Active,Community,India,Moradabad Achievers (Rotary),2023 - 2024,3100,Zone 6,Zone 6,2,Yes,No,TRUE,4889,50.93,4889,FALSE,TRUE,Rotaract President,2023 - 2024,N,0,0,0,0,0,0,FALSE,,0,,0
8824357,Moradabad Central,Moradabad Central,8824357,Active,Community,India,Moradabad Central (Rotary),2025 - 2026,3100,Zone 6,Zone 6,9,No,No,FALSE,0,0,0,FALSE,TRUE,Rotaract President,2025 - 2026,N,0,0,0,0,0,0,FALSE,,0,,0
8827755,Moradabad ImpactHub,Moradabad ImpactHub,8827755,Active,Community,India,,2026 - 2027,3100,Zone 6,Zone 6,13,Yes,Yes,TRUE,11045,115.05,11045,TRUE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8828479,Moradabad Private ITI,Moradabad Private ITI,8828479,Active,University,India,Moradabad Heritage (Rotary),2026 - 2027,3100,Zone 6,Zone 6,15,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8827760,Moradabad Samarpan Vibe,Moradabad Samarpan Vibe,8827760,Active,Community,India,Moradabad Samarpan (Rotary),2026 - 2027,3100,Zone 6,Zone 6,12,Yes,Yes,TRUE,10195,106.2,10195,TRUE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
